Name,Team,player,HR,R,RBI,SB,OBP,W,SV,HLD,SO,WHIP,ERA,ADP,MinDP,MaxDP,C,1B,2B,3B,SS,INF,OF,UT,P
Ronald Acuña Jr.,ATL,Ronald Acuna Jr. (ATL),35,119,92,51,0.401,0,0,0,0,0,0,1.04,1,3,0,0,0,0,0,0,1,1,0
Mookie Betts,LAD,Mookie Betts (LAD),33,111,94,13,0.378,0,0,0,0,0,0,4.84,2,11,0,0,1,0,1,1,1,1,0
Aaron Judge,NYY,Aaron Judge (NYY),43,100,106,6,0.393,0,0,0,0,0,0,13.59,8,21,0,0,0,0,0,0,1,1,0
Juan Soto,NYY,Juan Soto (NYY),37,105,100,11,0.419,0,0,0,0,0,0,9.43,3,15,0,0,0,0,0,0,1,1,0
Yordan Alvarez,HOU,Yordan Alvarez (HOU),38,95,105,1,0.396,0,0,0,0,0,0,15.83,12,22,0,0,0,0,0,0,1,1,0
Julio Rodríguez,SEA,Julio Rodriguez (SEA),31,99,91,32,0.344,0,0,0,0,0,0,3.31,2,8,0,0,0,0,0,0,1,1,0
José Ramírez,CLE,Jose Ramirez (CLE),27,90,94,24,0.354,0,0,0,0,0,0,15.75,11,23,0,0,0,1,0,1,0,1,0
Corey Seager,TEX,Corey Seager (TEX),30,85,90,3,0.365,0,0,0,0,0,0,30.2,16,51,0,0,0,0,1,1,0,1,0
Adley Rutschman,BAL,Adley Rutschman (BAL),18,78,69,2,0.367,0,0,0,0,0,0,54.61,33,81,1,0,0,0,0,0,0,1,0
Gunnar Henderson,BAL,Gunnar Henderson (BAL),26,88,83,12,0.34,0,0,0,0,0,0,29.88,16,42,0,0,0,1,1,1,0,1,0
Freddie Freeman,LAD,Freddie Freeman (LAD),26,109,96,15,0.39,0,0,0,0,0,0,9.23,3,16,0,1,0,0,0,1,0,1,0
Fernando Tatis Jr.,SDP,Fernando Tatis Jr. (SDP),33,98,93,28,0.346,0,0,0,0,0,0,8.18,4,14,0,0,0,0,0,0,1,1,0
Bobby Witt Jr.,KCR,Bobby Witt Jr. (KCR),29,98,89,41,0.326,0,0,0,0,0,0,2.68,1,6,0,0,0,0,1,1,0,1,0
Corbin Carroll,ARI,Corbin Carroll (ARI),23,101,76,45,0.357,0,0,0,0,0,0,6.31,2,11,0,0,0,0,0,0,1,1,0
Kyle Tucker,HOU,Kyle Tucker (HOU),31,95,103,26,0.36,0,0,0,0,0,0,6.79,3,11,0,0,0,0,0,0,1,1,0
Austin Riley,ATL,Austin Riley (ATL),38,100,102,2,0.348,0,0,0,0,0,0,17.9,13,23,0,0,0,1,0,1,0,1,0
Shohei Ohtani,LAD,Shohei Ohtani (LAD),38,101,98,19,0.384,0,0,0,0,0,0,11.48,4,24,0,0,0,0,0,0,0,1,1
Rafael Devers,BOS,Rafael Devers (BOS),35,93,100,4,0.356,0,0,0,0,0,0,22.58,15,35,0,0,0,1,0,1,0,1,0
Alex Bregman,HOU,Alex Bregman (HOU),22,91,86,2,0.365,0,0,0,0,0,0,88.09,61,120,0,0,0,1,0,1,0,1,0
Matt Olson,ATL,Matt Olson (ATL),40,101,111,1,0.366,0,0,0,0,0,0,14.67,9,21,0,1,0,0,0,1,0,1,0
Mike Trout,LAA,Mike Trout (LAA),33,83,83,3,0.367,0,0,0,0,0,0,57.75,34,85,0,0,0,0,0,0,1,1,0
Francisco Lindor,NYM,Francisco Lindor (NYM),27,92,87,22,0.33,0,0,0,0,0,0,23.93,14,35,0,0,0,0,1,1,0,1,0
Marcus Semien,TEX,Marcus Semien (TEX),27,99,85,15,0.332,0,0,0,0,0,0,30.12,16,41,0,0,1,0,0,1,0,1,0
Will Smith,LAD,Will Smith (LAD),21,71,75,2,0.353,0,0,0,0,0,0,85.01,49,109,1,0,0,0,0,0,0,1,0
Trea Turner,PHI,Trea Turner (PHI),23,97,82,29,0.332,0,0,0,0,0,0,12.66,8,19,0,0,0,0,1,1,0,1,0
Bryce Harper,PHI,Bryce Harper (PHI),29,94,91,13,0.388,0,0,0,0,0,0,17.23,10,24,0,1,0,0,0,1,0,1,0
Michael Harris II,ATL,Michael Harris II (ATL),22,88,78,24,0.334,0,0,0,0,0,0,26.03,15,35,0,0,0,0,0,0,1,1,0
Bo Bichette,TOR,Bo Bichette (TOR),22,85,83,11,0.332,0,0,0,0,0,0,39.42,26,56,0,0,0,0,1,1,0,1,0
Jose Altuve,HOU,Jose Altuve (HOU),24,96,73,15,0.353,0,0,0,0,0,0,40.66,26,66,0,0,1,0,0,1,0,1,0
Royce Lewis,MIN,Royce Lewis (MIN),26,77,82,13,0.335,0,0,0,0,0,0,48.18,31,70,0,0,0,1,0,1,0,1,0
Dansby Swanson,CHC,Dansby Swanson (CHC),23,83,82,11,0.325,0,0,0,0,0,0,127.94,90,186,0,0,0,0,1,1,0,1,0
Vladimir Guerrero Jr.,TOR,Vladimir Guerrero Jr. (TOR),31,89,96,6,0.361,0,0,0,0,0,0,30.46,13,45,0,1,0,0,0,1,0,1,0
Xander Bogaerts,SDP,Xander Bogaerts (SDP),18,81,70,12,0.347,0,0,0,0,0,0,101.31,70,130,0,0,1,0,1,1,0,1,0
Ozzie Albies,ATL,Ozzie Albies (ATL),27,93,92,13,0.326,0,0,0,0,0,0,23.41,15,34,0,0,1,0,0,1,0,1,0
William Contreras,MIL,William Contreras (MIL),22,75,73,4,0.348,0,0,0,0,0,0,78.42,61,97,1,0,0,0,0,0,0,1,0
Luis Robert Jr.,CHW,Luis Robert Jr. (CHW),30,84,85,19,0.316,0,0,0,0,0,0,32.72,20,57,0,0,0,0,0,0,1,1,0
Andrés Giménez,CLE,Andres Gimenez (CLE),16,76,66,27,0.326,0,0,0,0,0,0,104.31,82,133,0,0,1,0,0,1,0,1,0
J.T. Realmuto,PHI,J.T. Realmuto (PHI),20,69,70,15,0.319,0,0,0,0,0,0,76.63,56,102,1,0,0,0,0,0,0,1,0
Sean Murphy,ATL,Sean Murphy (ATL),20,62,64,0,0.345,0,0,0,0,0,0,146.67,115,183,1,0,0,0,0,0,0,1,0
Manny Machado,SDP,Manny Machado (SDP),29,81,93,6,0.336,0,0,0,0,0,0,54.91,37,71,0,0,0,1,0,1,0,1,0
Ketel Marte,ARI,Ketel Marte (ARI),19,85,77,7,0.35,0,0,0,0,0,0,113.74,84,150,0,0,1,0,0,1,0,1,0
Brandon Nimmo,NYM,Brandon Nimmo (NYM),19,86,65,4,0.361,0,0,0,0,0,0,193.47,155,250,0,0,0,0,0,0,1,1,0
Gleyber Torres,NYY,Gleyber Torres (NYY),24,83,76,13,0.339,0,0,0,0,0,0,73.79,50,105,0,0,1,0,0,1,0,1,0
Willy Adames,MIL,Willy Adames (MIL),27,78,84,6,0.319,0,0,0,0,0,0,186.36,130,232,0,0,0,0,1,1,0,1,0
Willson Contreras,STL,Willson Contreras (STL),21,62,64,5,0.348,0,0,0,0,0,0,142.59,111,167,1,0,0,0,0,0,0,1,0
Carlos Correa,MIN,Carlos Correa (MIN),21,70,71,0,0.338,0,0,0,0,0,0,245.39,121,323,0,0,0,0,1,1,0,1,0
J.P. Crawford,SEA,J.P. Crawford (SEA),12,80,57,3,0.35,0,0,0,0,0,0,318.47,190,360,0,0,0,0,1,1,0,1,0
Nico Hoerner,CHC,Nico Hoerner (CHC),9,82,62,34,0.34,0,0,0,0,0,0,65.19,37,92,0,0,1,0,1,1,0,1,0
Nolan Arenado,STL,Nolan Arenado (STL),25,73,90,4,0.32,0,0,0,0,0,0,105.81,52,140,0,0,0,1,0,1,0,1,0
Yandy Díaz,TBR,Yandy Diaz (TBR),17,81,68,1,0.384,0,0,0,0,0,0,134.93,99,184,0,1,0,0,0,1,0,1,0
Gabriel Moreno,ARI,Gabriel Moreno (ARI),10,52,55,6,0.343,0,0,0,0,0,0,161.74,129,221,1,0,0,0,0,0,0,1,0
Pete Alonso,NYM,Pete Alonso (NYM),41,89,109,4,0.34,0,0,0,0,0,0,24.84,15,35,0,1,0,0,0,1,0,1,0
Jung Hoo Lee,SFG,Jung Hoo Lee (SFG),10,71,60,9,0.352,0,0,0,0,0,0,230.91,124,301,0,0,0,0,0,0,1,1,0
Ke'Bryan Hayes,PIT,Ke'Bryan Hayes (PIT),18,73,68,14,0.322,0,0,0,0,0,0,148.18,115,201,0,0,0,1,0,1,0,1,0
Cal Raleigh,SEA,Cal Raleigh (SEA),27,62,71,1,0.297,0,0,0,0,0,0,143.03,108,185,1,0,0,0,0,0,0,1,0
Edouard Julien,MIN,Edouard Julien (MIN),16,73,54,8,0.36,0,0,0,0,0,0,208.45,141,276,0,0,1,0,0,1,0,1,0
Luis Arraez,MIA,Luis Arraez (MIA),8,75,62,4,0.37,0,0,0,0,0,0,164.61,110,238,0,0,1,0,0,1,0,1,0
Matt Chapman,SFG,Matt Chapman (SFG),23,71,70,3,0.325,0,0,0,0,0,0,280.53,192,359,0,0,0,1,0,1,0,1,0
Ha-Seong Kim,SDP,Ha-Seong Kim (SDP),14,72,60,27,0.328,0,0,0,0,0,0,87.64,56,127,0,0,1,1,1,1,0,1,0
Bryan Reynolds,PIT,Bryan Reynolds (PIT),24,86,81,10,0.345,0,0,0,0,0,0,91.48,70,142,0,0,0,0,0,0,1,1,0
Logan O'Hoppe,LAA,Logan O'Hoppe (LAA),23,57,66,2,0.327,0,0,0,0,0,0,156.93,121,199,1,0,0,0,0,0,0,1,0
Josh Jung,TEX,Josh Jung (TEX),26,73,81,3,0.312,0,0,0,0,0,0,137.35,96,214,0,0,0,1,0,1,0,1,0
Yainer Diaz,HOU,Yainer Diaz (HOU),21,57,68,1,0.308,0,0,0,0,0,0,106.92,85,150,1,0,0,0,0,0,0,1,0
Jonah Heim,TEX,Jonah Heim (TEX),17,54,65,2,0.309,0,0,0,0,0,0,177.97,140,226,1,0,0,0,0,0,0,1,0
Randy Arozarena,TBR,Randy Arozarena (TBR),25,87,80,25,0.349,0,0,0,0,0,0,43.72,26,59,0,0,0,0,0,0,1,1,0
Anthony Volpe,NYY,Anthony Volpe (NYY),19,71,65,25,0.309,0,0,0,0,0,0,119.59,87,142,0,0,0,0,1,1,0,1,0
Riley Greene,DET,Riley Greene (DET),17,77,64,10,0.342,0,0,0,0,0,0,147.78,102,178,0,0,0,0,0,0,1,1,0
Paul Goldschmidt,STL,Paul Goldschmidt (STL),24,87,84,7,0.355,0,0,0,0,0,0,82.92,41,119,0,1,0,0,0,1,0,1,0
Zack Gelof,OAK,Zack Gelof (OAK),19,73,62,21,0.315,0,0,0,0,0,0,125.98,93,168,0,0,1,0,0,1,0,1,0
Alejandro Kirk,TOR,Alejandro Kirk (TOR),10,42,45,0,0.349,0,0,0,0,0,0,255.55,180,351,1,0,0,0,0,0,0,1,0
Zach Neto,LAA,Zach Neto (LAA),18,68,65,11,0.324,0,0,0,0,0,0,300.68,224,360,0,0,0,0,1,1,0,1,0
Max Muncy,LAD,Max Muncy (LAD),28,79,82,2,0.343,0,0,0,0,0,0,187.3,123,246,0,0,0,1,0,1,0,1,0
Oneil Cruz,PIT,Oneil Cruz (PIT),24,82,72,22,0.318,0,0,0,0,0,0,48.14,13,83,0,0,0,0,1,1,0,1,0
George Springer,TOR,George Springer (TOR),22,82,69,14,0.334,0,0,0,0,0,0,121.22,75,147,0,0,0,0,0,0,1,1,0
Isaac Paredes,TBR,Isaac Paredes (TBR),24,65,76,1,0.334,0,0,0,0,0,0,191.6,96,266,0,1,0,1,0,1,0,1,0
Bo Naylor,CLE,Bo Naylor (CLE),16,52,54,7,0.326,0,0,0,0,0,0,175.46,146,240,1,0,0,0,0,0,0,1,0
Ian Happ,CHC,Ian Happ (CHC),20,77,72,11,0.344,0,0,0,0,0,0,178.95,131,226,0,0,0,0,0,0,1,1,0
Christian Yelich,MIL,Christian Yelich (MIL),17,89,68,22,0.361,0,0,0,0,0,0,74.86,51,95,0,0,0,0,0,0,1,1,0
Seiya Suzuki,CHC,Seiya Suzuki (CHC),22,79,74,9,0.351,0,0,0,0,0,0,96.76,56,132,0,0,0,0,0,0,1,1,0
Jorge Polanco,SEA,Jorge Polanco (SEA),21,66,68,6,0.325,0,0,0,0,0,0,242.91,158,328,0,0,1,0,0,1,0,1,0
Evan Carter,TEX,Evan Carter (TEX),16,72,64,18,0.349,0,0,0,0,0,0,107.21,66,193,0,0,0,0,0,0,1,1,0
Cody Bellinger,CHC,Cody Bellinger (CHC),23,81,81,17,0.322,0,0,0,0,0,0,59.55,23,88,0,1,0,0,0,1,1,1,0
Nolan Jones,COL,Nolan Jones (COL),24,81,78,19,0.359,0,0,0,0,0,0,55.99,28,84,0,0,0,0,0,0,1,1,0
Jeremy Peña,HOU,Jeremy Pena (HOU),15,74,63,13,0.313,0,0,0,0,0,0,236.24,138,318,0,0,0,0,1,1,0,1,0
Chas McCormick,HOU,Chas McCormick (HOU),20,67,68,16,0.33,0,0,0,0,0,0,149.9,102,182,0,0,0,0,0,0,1,1,0
Jazz Chisholm Jr.,MIA,Jazz Chisholm Jr. (MIA),25,78,73,28,0.31,0,0,0,0,0,0,54.7,34,74,0,0,0,0,0,0,1,1,0
Cedric Mullins,BAL,Cedric Mullins (BAL),18,73,64,26,0.312,0,0,0,0,0,0,148.14,115,190,0,0,0,0,0,0,1,1,0
CJ Abrams,WSN,CJ Abrams (WSN),15,83,62,41,0.304,0,0,0,0,0,0,33.75,19,50,0,0,0,0,1,1,0,1,0
Taylor Ward,LAA,Taylor Ward (LAA),20,75,70,6,0.347,0,0,0,0,0,0,221.23,163,295,0,0,0,0,0,0,1,1,0
Byron Buxton,MIN,Byron Buxton (MIN),25,67,63,10,0.307,0,0,0,0,0,0,195.03,101,279,0,0,0,0,0,0,0,1,0
Steven Kwan,CLE,Steven Kwan (CLE),5,79,51,17,0.348,0,0,0,0,0,0,213.61,133,291,0,0,0,0,0,0,1,1,0
Adolis García,TEX,Adolis Garcia (TEX),31,88,93,13,0.307,0,0,0,0,0,0,43.34,21,77,0,0,0,0,0,0,1,1,0
Bryson Stott,PHI,Bryson Stott (PHI),13,71,61,22,0.32,0,0,0,0,0,0,110.72,55,174,0,0,1,0,0,1,0,1,0
Nolan Gorman,STL,Nolan Gorman (STL),27,69,75,7,0.318,0,0,0,0,0,0,179.6,136,226,0,0,1,0,0,1,0,1,0
James Outman,LAD,James Outman (LAD),19,72,64,12,0.326,0,0,0,0,0,0,179.46,124,238,0,0,0,0,0,0,1,1,0
Triston Casas,BOS,Triston Casas (BOS),27,75,78,1,0.358,0,0,0,0,0,0,89.07,64,118,0,1,0,0,0,1,0,1,0
Kyle Schwarber,PHI,Kyle Schwarber (PHI),40,94,95,3,0.345,0,0,0,0,0,0,85.23,48,143,0,0,0,0,0,0,1,1,0
Jake Burger,MIA,Jake Burger (MIA),31,72,82,1,0.309,0,0,0,0,0,0,146.43,115,191,0,0,0,1,0,1,0,1,0
Ryan Jeffers,MIN,Ryan Jeffers (MIN),16,45,47,2,0.322,0,0,0,0,0,0,263.26,165,357,1,0,0,0,0,0,0,1,0
Brandon Lowe,TBR,Brandon Lowe (TBR),22,62,65,6,0.324,0,0,0,0,0,0,282.95,210,360,0,0,1,0,0,1,0,1,0
Francisco Alvarez,NYM,Francisco Alvarez (NYM),24,56,65,2,0.311,0,0,0,0,0,0,147.73,102,186,1,0,0,0,0,0,0,1,0
Christian Walker,ARI,Christian Walker (ARI),28,80,91,7,0.33,0,0,0,0,0,0,94.09,62,138,0,1,0,0,0,1,0,1,0
Vinnie Pasquantino,KCR,Vinnie Pasquantino (KCR),20,68,73,1,0.353,0,0,0,0,0,0,168.6,132,230,0,1,0,0,0,1,0,1,0
Daulton Varsho,TOR,Daulton Varsho (TOR),22,70,68,16,0.3,0,0,0,0,0,0,197.59,154,257,0,0,0,0,0,0,1,1,0
Jackson Holliday,BAL,Jackson Holliday (BAL),8,56,43,10,0.346,0,0,0,0,0,0,185.07,99,340,0,0,0,0,1,1,0,1,0
Elly De La Cruz,CIN,Elly De La Cruz (CIN),21,84,70,38,0.309,0,0,0,0,0,0,21.4,12,33,0,0,0,1,1,1,0,1,0
Lars Nootbaar,STL,Lars Nootbaar (STL),16,64,51,9,0.354,0,0,0,0,0,0,288.29,182,360,0,0,0,0,0,0,1,1,0
Shea Langeliers,OAK,Shea Langeliers (OAK),20,49,56,3,0.285,0,0,0,0,0,0,280.17,178,355,1,0,0,0,0,0,0,1,0
Davis Schneider,TOR,Davis Schneider (TOR),16,50,49,5,0.33,0,0,0,0,0,0,357.95,274,357,0,0,1,0,0,1,0,1,0
Maikel Garcia,KCR,Maikel Garcia (KCR),7,68,51,23,0.328,0,0,0,0,0,0,194.43,135,266,0,0,0,1,0,1,0,1,0
Jordan Westburg,BAL,Jordan Westburg (BAL),13,54,52,7,0.316,0,0,0,0,0,0,308.7,183,360,0,0,1,1,0,1,0,1,0
Brandon Marsh,PHI,Brandon Marsh (PHI),13,58,54,12,0.336,0,0,0,0,0,0,356.01,256,360,0,0,0,0,0,0,1,1,0
Anthony Santander,BAL,Anthony Santander (BAL),28,76,87,3,0.314,0,0,0,0,0,0,142.16,97,186,0,0,0,0,0,0,1,1,0
Max Kepler,MIN,Max Kepler (MIN),20,67,65,3,0.326,0,0,0,0,0,0,290.34,225,360,0,0,0,0,0,0,1,1,0
Thairo Estrada,SFG,Thairo Estrada (SFG),15,70,59,23,0.314,0,0,0,0,0,0,137.76,99,176,0,0,1,0,1,1,0,1,0
Sal Frelick,MIL,Sal Frelick (MIL),8,68,52,17,0.336,0,0,0,0,0,0,275.3,215,358,0,0,0,0,0,0,1,1,0
Trevor Story,BOS,Trevor Story (BOS),18,65,63,20,0.306,0,0,0,0,0,0,165.18,108,224,0,0,0,0,1,1,0,1,0
Gavin Lux,LAD,Gavin Lux (LAD),10,60,50,9,0.335,0,0,0,0,0,0,286.15,155,360,0,0,1,0,0,1,1,1,0
Yoán Moncada,CHW,Yoan Moncada (CHW),17,64,62,3,0.317,0,0,0,0,0,0,354.68,267,359,0,0,0,1,0,1,0,1,0
Keibert Ruiz,WSN,Keibert Ruiz (WSN),15,52,58,2,0.317,0,0,0,0,0,0,181.76,150,237,1,0,0,0,0,0,0,1,0
Tyler Stephenson,CIN,Tyler Stephenson (CIN),12,50,51,1,0.329,0,0,0,0,0,0,236.71,185,339,1,0,0,0,0,0,0,1,0
Nathaniel Lowe,TEX,Nathaniel Lowe (TEX),18,71,69,2,0.352,0,0,0,0,0,0,296.64,168,359,0,1,0,0,0,1,0,1,0
Danny Jansen,TOR,Danny Jansen (TOR),15,37,44,1,0.313,0,0,0,0,0,0,346.64,226,360,1,0,0,0,0,0,0,1,0
Jeff McNeil,NYM,Jeff McNeil (NYM),8,64,55,6,0.338,0,0,0,0,0,0,329.13,205,359,0,0,1,0,0,1,1,1,0
Anthony Rendon,LAA,Anthony Rendon (LAA),11,53,51,3,0.351,0,0,0,0,0,0,359.95,301,360,0,0,0,1,0,1,0,1,0
J.D. Davis,OAK,J.D. Davis (OAK),15,51,52,1,0.325,0,0,0,0,0,0,359.65,271,360,0,0,0,1,0,1,0,1,0
Teoscar Hernández,LAD,Teoscar Hernandez (LAD),26,72,84,7,0.312,0,0,0,0,0,0,110.06,76,144,0,0,0,0,0,0,1,1,0
Vaughn Grissom,BOS,Vaughn Grissom (BOS),9,58,53,10,0.345,0,0,0,0,0,0,319.93,231,359,0,0,0,0,1,1,0,1,0
Luis Rengifo,LAA,Luis Rengifo (LAA),17,63,58,8,0.313,0,0,0,0,0,0,254.82,158,343,0,0,1,1,1,1,1,1,0
Jack Suwinski,PIT,Jack Suwinski (PIT),24,65,68,10,0.33,0,0,0,0,0,0,233.97,184,305,0,0,0,0,0,0,1,1,0
Spencer Torkelson,DET,Spencer Torkelson (DET),29,79,84,3,0.326,0,0,0,0,0,0,121.16,61,168,0,1,0,0,0,1,0,1,0
Josh Naylor,CLE,Josh Naylor (CLE),21,64,85,8,0.335,0,0,0,0,0,0,132.53,102,178,0,1,0,0,0,1,0,1,0
Eugenio Suárez,ARI,Eugenio Suarez (ARI),23,68,78,1,0.321,0,0,0,0,0,0,299.68,195,357,0,0,0,1,0,1,0,1,0
Alek Thomas,ARI,Alek Thomas (ARI),10,59,52,10,0.309,0,0,0,0,0,0,346.82,242,359,0,0,0,0,0,0,1,1,0
Tyler O'Neill,BOS,Tyler O'Neill (BOS),21,67,64,12,0.327,0,0,0,0,0,0,209.55,161,283,0,0,0,0,0,0,1,1,0
Salvador Perez,KCR,Salvador Perez (KCR),24,61,81,0,0.295,0,0,0,0,0,0,132.71,79,182,1,1,0,0,0,1,0,1,0
Wyatt Langford,TEX,Wyatt Langford (TEX),19,69,69,15,0.339,0,0,0,0,0,0,77.93,41,157,0,0,0,0,0,0,1,1,0
Patrick Bailey,SFG,Patrick Bailey (SFG),9,40,45,2,0.294,0,0,0,0,0,0,358.84,294,356,1,0,0,0,0,0,0,1,0
Rhys Hoskins,MIL,Rhys Hoskins (MIL),27,75,79,2,0.334,0,0,0,0,0,0,187.72,143,241,0,1,0,0,0,1,0,1,0
Tommy Edman,STL,Tommy Edman (STL),9,56,41,21,0.316,0,0,0,0,0,0,269.8,137,356,0,0,1,0,1,1,1,1,0
Alec Bohm,PHI,Alec Bohm (PHI),16,70,76,4,0.325,0,0,0,0,0,0,166.6,123,251,0,1,0,1,0,1,0,1,0
Spencer Steer,CIN,Spencer Steer (CIN),20,71,74,10,0.335,0,0,0,0,0,0,101.05,52,145,0,1,0,1,0,1,1,1,0
Ryan McMahon,COL,Ryan McMahon (COL),22,74,72,6,0.326,0,0,0,0,0,0,241.16,177,294,0,0,1,1,0,1,0,1,0
Jonathan India,CIN,Jonathan India (CIN),18,76,63,12,0.345,0,0,0,0,0,0,247.98,152,356,0,0,1,0,0,1,0,1,0
Leody Taveras,TEX,Leody Taveras (TEX),12,59,53,15,0.307,0,0,0,0,0,0,305.41,207,359,0,0,0,0,0,0,1,1,0
Christopher Morel,CHC,Christopher Morel (CHC),26,71,74,10,0.309,0,0,0,0,0,0,175.45,123,212,0,0,0,0,0,0,1,1,0
Orlando Arcia,ATL,Orlando Arcia (ATL),17,61,60,2,0.311,0,0,0,0,0,0,352.66,284,360,0,0,0,0,1,1,0,1,0
Colt Keith,DET,Colt Keith (DET),14,54,57,3,0.32,0,0,0,0,0,0,291.82,211,354,0,0,1,1,0,1,0,1,0
Trent Grisham,NYY,Trent Grisham (NYY),13,47,41,9,0.32,0,0,0,0,0,0,360.92,347,347,0,0,0,0,0,0,1,1,0
Geraldo Perdomo,ARI,Geraldo Perdomo (ARI),6,56,38,13,0.333,0,0,0,0,0,0,360.33,321,359,0,0,1,0,1,1,0,1,0
Brendan Donovan,STL,Brendan Donovan (STL),10,64,49,6,0.359,0,0,0,0,0,0,297.77,233,360,0,0,1,0,0,1,1,1,0
Henry Davis,PIT,Henry Davis (PIT),15,55,53,8,0.335,0,0,0,0,0,0,203.01,149,335,1,0,0,0,0,0,1,1,0
Jorge Soler,SFG,Jorge Soler (SFG),29,71,76,1,0.332,0,0,0,0,0,0,164.77,109,234,0,0,0,0,0,0,1,1,0
Josh Lowe,TBR,Josh Lowe (TBR),14,56,55,21,0.317,0,0,0,0,0,0,131.72,58,234,0,0,0,0,0,0,1,1,0
Jose Siri,TBR,Jose Siri (TBR),20,60,57,19,0.276,0,0,0,0,0,0,289.37,220,359,0,0,0,0,0,0,1,1,0
Jake Rogers,DET,Jake Rogers (DET),16,41,44,2,0.285,0,0,0,0,0,0,350.41,274,360,1,0,0,0,0,0,0,1,0
Mitch Garver,SEA,Mitch Garver (SEA),22,57,62,1,0.329,0,0,0,0,0,0,173.27,107,230,1,0,0,0,0,0,0,1,0
Masataka Yoshida,BOS,Masataka Yoshida (BOS),16,70,71,6,0.353,0,0,0,0,0,0,190.01,141,257,0,0,0,0,0,0,1,1,0
Brendan Rodgers,COL,Brendan Rodgers (COL),14,62,61,0,0.331,0,0,0,0,0,0,346.42,275,360,0,0,1,0,0,1,0,1,0
Lourdes Gurriel Jr.,ARI,Lourdes Gurriel Jr. (ARI),17,65,71,5,0.325,0,0,0,0,0,0,231.04,191,287,0,0,0,0,0,0,1,1,0
Masyn Winn,STL,Masyn Winn (STL),9,56,47,13,0.301,0,0,0,0,0,0,350.64,277,360,0,0,0,0,1,1,0,1,0
Jake Cronenworth,SDP,Jake Cronenworth (SDP),14,69,65,5,0.325,0,0,0,0,0,0,316.37,231,360,0,1,1,0,0,1,0,1,0
DJ LeMahieu,NYY,DJ LeMahieu (NYY),10,56,44,3,0.334,0,0,0,0,0,0,347.35,257,359,0,1,0,1,0,1,0,1,0
Christian Encarnacion-Strand,CIN,Christian Encarnacion-Strand (CIN),27,68,81,3,0.324,0,0,0,0,0,0,126.06,74,199,0,1,0,0,0,1,0,1,0
Jeimer Candelario,CIN,Jeimer Candelario (CIN),20,71,73,4,0.326,0,0,0,0,0,0,203.85,157,252,0,1,0,1,0,1,0,1,0
Harrison Bader,NYM,Harrison Bader (NYM),11,50,44,21,0.297,0,0,0,0,0,0,346.29,264,360,0,0,0,0,0,0,1,1,0
Marcell Ozuna,ATL,Marcell Ozuna (ATL),29,71,81,1,0.323,0,0,0,0,0,0,150.57,110,211,0,0,0,0,0,0,0,1,0
Ryan Mountcastle,BAL,Ryan Mountcastle (BAL),22,64,72,4,0.32,0,0,0,0,0,0,256.06,181,331,0,1,0,0,0,1,0,1,0
Alex Verdugo,NYY,Alex Verdugo (NYY),13,65,56,4,0.324,0,0,0,0,0,0,323.33,238,360,0,0,0,0,0,0,1,1,0
Austin Hays,BAL,Austin Hays (BAL),16,62,61,4,0.308,0,0,0,0,0,0,342.41,198,360,0,0,0,0,0,0,1,1,0
Austin Wells,NYY,Austin Wells (NYY),13,40,46,4,0.305,0,0,0,0,0,0,329.06,225,360,1,0,0,0,0,0,0,1,0
Jarren Duran,BOS,Jarren Duran (BOS),13,70,54,28,0.32,0,0,0,0,0,0,135.09,99,170,0,0,0,0,0,0,1,1,0
Ezequiel Tovar,COL,Ezequiel Tovar (COL),16,77,70,13,0.303,0,0,0,0,0,0,191.68,120,240,0,0,0,0,1,1,0,1,0
Ty France,SEA,Ty France (SEA),14,69,65,1,0.33,0,0,0,0,0,0,344.41,244,359,0,1,0,0,0,1,0,1,0
Nolan Schanuel,LAA,Nolan Schanuel (LAA),9,64,46,3,0.368,0,0,0,0,0,0,354.02,235,357,0,1,0,0,0,1,0,1,0
Yan Gomes,CHC,Yan Gomes (CHC),10,38,45,1,0.296,0,0,0,0,0,0,358.13,233,360,1,0,0,0,0,0,0,1,0
Matt Wallner,MIN,Matt Wallner (MIN),17,55,56,3,0.332,0,0,0,0,0,0,338.39,255,360,0,0,0,0,0,0,1,1,0
Parker Meadows,DET,Parker Meadows (DET),13,62,50,16,0.3,0,0,0,0,0,0,243.36,173,320,0,0,0,0,0,0,1,1,0
Brandon Drury,LAA,Brandon Drury (LAA),23,66,75,2,0.303,0,0,0,0,0,0,223.31,169,293,0,1,1,0,0,1,0,1,0
TJ Friedl,CIN,TJ Friedl (CIN),11,53,43,16,0.329,0,0,0,0,0,0,262.9,126,360,0,0,0,0,0,0,1,1,0
Ryan Noda,OAK,Ryan Noda (OAK),18,62,55,5,0.335,0,0,0,0,0,0,359.91,286,346,0,1,0,0,0,1,0,1,0
Lane Thomas,WSN,Lane Thomas (WSN),22,81,71,16,0.31,0,0,0,0,0,0,108.93,80,140,0,0,0,0,0,0,1,1,0
Jordan Walker,STL,Jordan Walker (STL),18,66,64,10,0.334,0,0,0,0,0,0,116.47,73,216,0,0,0,0,0,0,1,1,0
Kevin Kiermaier,TOR,Kevin Kiermaier (TOR),7,50,38,11,0.303,0,0,0,0,0,0,360.82,329,329,0,0,0,0,0,0,1,1,0
