Name,Team,player,HR,R,RBI,SB,OBP,W,SV,HLD,SO,WHIP,ERA,ADP,MinDP,MaxDP,C,1B,2B,3B,SS,INF,OF,UT,P
Sean Bouchard,COL,Sean Bouchard (COL),12,42,40,7,0.322,0,0,0,0,0,0,360.7,342,345,0,0,0,0,0,0,1,1,0
Ryan O'Hearn,BAL,Ryan O'Hearn (BAL),13,43,47,3,0.299,0,0,0,0,0,0,359.38,281,357,0,1,0,0,0,1,1,1,0
Adalberto Mondesi,BOS,Adalberto Mondesi (BOS),5,28,15,21,0.256,0,0,0,0,0,0,360.79,324,324,0,0,0,0,1,1,0,1,0
Dominic Canzone,SEA,Dominic Canzone (SEA),9,32,33,4,0.288,0,0,0,0,0,0,360.41,329,354,0,0,0,0,0,0,1,1,0
Carlos Santana,MIN,Carlos Santana (MIN),16,53,53,2,0.312,0,0,0,0,0,0,360.71,339,358,0,1,0,0,0,1,0,1,0
Kyle Manzardo,CLE,Kyle Manzardo (CLE),11,37,45,1,0.303,0,0,0,0,0,0,359.35,316,359,0,1,0,0,0,1,0,1,0
Mickey Moniak,LAA,Mickey Moniak (LAA),14,44,43,6,0.272,0,0,0,0,0,0,358.3,294,360,0,0,0,0,0,0,1,1,0
José Abreu,HOU,Jose Abreu (HOU),16,66,66,1,0.31,0,0,0,0,0,0,306.14,186,360,0,1,0,0,0,1,0,1,0
Richie Palacios,TBR,Richie Palacios (TBR),4,23,19,5,0.309,0,0,0,0,0,0,360.89,342,342,0,0,0,0,0,0,1,1,0
Nelson Velázquez,KCR,Nelson Velazquez (KCR),17,49,53,9,0.293,0,0,0,0,0,0,315.68,206,356,0,0,0,0,0,0,1,1,0
Mark Vientos,NYM,Mark Vientos (NYM),11,32,38,1,0.284,0,0,0,0,0,0,360.95,353,353,0,0,0,0,0,0,0,1,0
Joey Gallo,WSN,Joey Gallo (WSN),20,46,54,2,0.308,0,0,0,0,0,0,360.98,357,357,0,1,0,0,0,1,1,1,0
Graham Pauley,SDP,Graham Pauley (SDP),6,22,22,4,0.301,0,0,0,0,0,0,360.95,358,360,0,0,0,1,0,1,0,1,0
Liover Peguero,PIT,Liover Peguero (PIT),5,28,24,8,0.283,0,0,0,0,0,0,360.66,332,352,0,0,1,0,1,1,0,1,0
José Azocar,SDP,Jose Azocar (SDP),3,25,17,11,0.271,0,0,0,0,0,0,360.98,357,357,0,0,0,0,0,0,1,1,0
Victor Scott II,STL,Victor Scott II (STL),2,16,10,7,0.286,0,0,0,0,0,0,295.43,117,359,0,0,0,0,0,0,1,1,0
Blaze Alexander,ARI,Blaze Alexander (ARI),1,8,7,1,0.291,0,0,0,0,0,0,360.74,315,315,0,0,0,0,1,1,0,1,0
Luisangel Acuña,NYM,Luisangel Acuna (NYM),0,4,3,1,0.292,0,0,0,0,0,0,360.82,330,330,0,0,0,0,1,1,0,1,0
Lawrence Butler,OAK,Lawrence Butler (OAK),8,33,32,7,0.276,0,0,0,0,0,0,360.55,331,358,0,0,0,0,0,0,1,1,0
Jonathan Aranda,TBR,Jonathan Aranda (TBR),7,26,27,1,0.312,0,0,0,0,0,0,360.73,315,360,0,0,0,0,0,0,0,1,0
Jacob Hurtubise,CIN,Jacob Hurtubise (CIN),0,3,2,1,0.332,0,0,0,0,0,0,360.81,339,350,0,0,0,0,0,0,1,1,0
James Wood,WSN,James Wood (WSN),4,16,16,3,0.296,0,0,0,0,0,0,348.63,236,359,0,0,0,0,0,0,1,1,0
Heston Kjerstad,BAL,Heston Kjerstad (BAL),4,17,18,1,0.306,0,0,0,0,0,0,360.93,348,348,0,0,0,0,0,0,0,1,0
Miguel Andujar,OAK,Miguel Andujar (OAK),5,22,24,3,0.298,0,0,0,0,0,0,360.81,331,358,0,0,0,0,0,0,1,1,0
Charlie Blackmon,COL,Charlie Blackmon (COL),10,57,51,3,0.337,0,0,0,0,0,0,359.38,297,354,0,0,0,0,0,0,1,1,0
Dylan Crews,WSN,Dylan Crews (WSN),4,16,16,3,0.285,0,0,0,0,0,0,358.71,254,358,0,0,0,0,0,0,1,1,0
Forrest Wall,ATL,Forrest Wall (ATL),1,7,4,4,0.281,0,0,0,0,0,0,360.94,353,358,0,0,0,0,0,0,1,1,0
Tyler Wade,SDP,Tyler Wade (SDP),1,12,6,7,0.282,0,0,0,0,0,0,360.91,345,345,0,0,0,1,1,1,0,1,0
Michael Busch,CHC,Michael Busch (CHC),10,39,42,1,0.303,0,0,0,0,0,0,337.55,224,360,0,1,0,1,0,1,0,1,0
Eddie Rosario,WSN,Eddie Rosario (WSN),12,39,43,5,0.289,0,0,0,0,0,0,360.17,332,360,0,0,0,0,0,0,1,1,0
Joey Meneses,WSN,Joey Meneses (WSN),15,55,64,0,0.304,0,0,0,0,0,0,358.64,294,360,0,0,0,0,0,0,0,1,0
Elehuris Montero,COL,Elehuris Montero (COL),16,48,54,1,0.304,0,0,0,0,0,0,359.97,299,360,0,1,0,0,0,1,0,1,0
Luke Raley,SEA,Luke Raley (SEA),15,48,43,9,0.303,0,0,0,0,0,0,345.22,228,359,0,1,0,0,0,1,1,1,0
Tommy Pham,FA,Tommy Pham (FA),11,51,41,13,0.326,0,0,0,0,0,0,354.57,250,360,0,0,0,0,0,0,1,1,0
Chase DeLauter,CLE,Chase DeLauter (CLE),0,0,0,0,0,0,0,0,0,0,0,358.81,82,357,0,0,0,0,0,0,1,1,0
Trey Lipscomb,WSN,Trey Lipscomb (WSN),0,0,0,0,0,0,0,0,0,0,0,360.28,235,235,0,0,0,1,0,1,0,1,0
Spencer Jones,NYY,Spencer Jones (NYY),0,0,0,0,0,0,0,0,0,0,0,360.44,311,313,0,0,0,0,0,0,1,1,0
Spencer Strider,ATL,Spencer Strider (ATL),0,0,0,0,0,15,0,0,263,1.04,3.11,4.77,1,12,0,0,0,0,0,0,0,0,1
Zack Wheeler,PHI,Zack Wheeler (PHI),0,0,0,0,0,13,0,0,193,1.1,3.41,23.79,11,33,0,0,0,0,0,0,0,0,1
Logan Webb,SFG,Logan Webb (SFG),0,0,0,0,0,12,0,0,158,1.17,3.45,50.11,36,68,0,0,0,0,0,0,0,0,1
Pablo López,MIN,Pablo Lopez (MIN),0,0,0,0,0,12,0,0,194,1.13,3.51,36.1,25,48,0,0,0,0,0,0,0,0,1
Kevin Gausman,TOR,Kevin Gausman (TOR),0,0,0,0,0,12,0,0,208,1.13,3.73,42.46,25,70,0,0,0,0,0,0,0,0,1
Freddy Peralta,MIL,Freddy Peralta (MIL),0,0,0,0,0,11,0,0,199,1.1,3.46,53.82,37,73,0,0,0,0,0,0,0,0,1
Aaron Nola,PHI,Aaron Nola (PHI),0,0,0,0,0,12,0,0,190,1.1,3.78,56.64,38,81,0,0,0,0,0,0,0,0,1
George Kirby,SEA,George Kirby (SEA),0,0,0,0,0,11,0,0,154,1.09,3.63,34.85,23,47,0,0,0,0,0,0,0,0,1
Corbin Burnes,BAL,Corbin Burnes (BAL),0,0,0,0,0,12,0,0,188,1.17,3.59,20.35,9,32,0,0,0,0,0,0,0,0,1
Luis Castillo,SEA,Luis Castillo (SEA),0,0,0,0,0,12,0,0,194,1.17,3.63,29.78,13,39,0,0,0,0,0,0,0,0,1
Zac Gallen,ARI,Zac Gallen (ARI),0,0,0,0,0,12,0,0,182,1.17,3.78,42.9,27,65,0,0,0,0,0,0,0,0,1
Max Fried,ATL,Max Fried (ATL),0,0,0,0,0,12,0,0,150,1.11,3.29,52.72,38,71,0,0,0,0,0,0,0,0,1
Dylan Cease,SDP,Dylan Cease (SDP),0,0,0,0,0,12,0,0,212,1.24,3.9,92.1,60,139,0,0,0,0,0,0,0,0,1
Tarik Skubal,DET,Tarik Skubal (DET),0,0,0,0,0,9,0,0,168,1.11,3.38,41.2,25,53,0,0,0,0,0,0,0,0,1
Framber Valdez,HOU,Framber Valdez (HOU),0,0,0,0,0,13,0,0,174,1.23,3.51,56.4,30,71,0,0,0,0,0,0,0,0,1
Blake Snell,SFG,Blake Snell (SFG),0,0,0,0,0,10,0,0,211,1.28,3.92,71.84,36,121,0,0,0,0,0,0,0,0,1
Justin Steele,CHC,Justin Steele (CHC),0,0,0,0,0,11,0,0,161,1.25,3.83,94.47,65,121,0,0,0,0,0,0,0,0,1
Jesús Luzardo,MIA,Jesus Luzardo (MIA),0,0,0,0,0,10,0,0,189,1.23,3.95,78.78,56,104,0,0,0,0,0,0,0,0,1
Grayson Rodriguez,BAL,Grayson Rodriguez (BAL),0,0,0,0,0,10,0,0,167,1.22,3.74,63.41,40,83,0,0,0,0,0,0,0,0,1
Zach Eflin,TBR,Zach Eflin (TBR),0,0,0,0,0,10,0,0,146,1.08,3.51,73.55,54,99,0,0,0,0,0,0,0,0,1
Joe Ryan,MIN,Joe Ryan (MIN),0,0,0,0,0,10,0,0,184,1.11,3.87,86.37,64,116,0,0,0,0,0,0,0,0,1
Mitch Keller,PIT,Mitch Keller (PIT),0,0,0,0,0,10,0,0,173,1.34,4.46,159.36,85,205,0,0,0,0,0,0,0,0,1
Tanner Bibee,CLE,Tanner Bibee (CLE),0,0,0,0,0,10,0,0,155,1.15,3.78,110.01,79,140,0,0,0,0,0,0,0,0,1
Tyler Glasnow,LAD,Tyler Glasnow (LAD),0,0,0,0,0,10,0,0,167,1.11,3.67,35.11,19,48,0,0,0,0,0,0,0,0,1
Logan Gilbert,SEA,Logan Gilbert (SEA),0,0,0,0,0,11,0,0,167,1.18,4.09,63.36,38,79,0,0,0,0,0,0,0,0,1
Yoshinobu Yamamoto,LAD,Yoshinobu Yamamoto (LAD),0,0,0,0,0,11,0,0,134,1.15,3.68,43.55,23,66,0,0,0,0,0,0,0,0,1
Sonny Gray,STL,Sonny Gray (STL),0,0,0,0,0,10,0,0,143,1.22,3.72,138.37,98,206,0,0,0,0,0,0,0,0,1
Michael King,SDP,Michael King (SDP),0,0,0,0,0,9,0,1,153,1.19,3.7,126.59,97,174,0,0,0,0,0,0,0,0,1
Shane Bieber,CLE,Shane Bieber (CLE),0,0,0,0,0,9,0,0,138,1.17,3.86,119.22,80,174,0,0,0,0,0,0,0,0,1
Chris Sale,ATL,Chris Sale (ATL),0,0,0,0,0,9,0,0,157,1.16,3.75,95.73,68,124,0,0,0,0,0,0,0,0,1
Joe Musgrove,SDP,Joe Musgrove (SDP),0,0,0,0,0,9,0,0,140,1.12,3.7,100.2,73,148,0,0,0,0,0,0,0,0,1
Cole Ragans,KCR,Cole Ragans (KCR),0,0,0,0,0,9,0,0,157,1.29,4.01,73.65,37,103,0,0,0,0,0,0,0,0,1
Carlos Rodón,NYY,Carlos Rodon (NYY),0,0,0,0,0,10,0,0,167,1.18,3.98,139.4,85,205,0,0,0,0,0,0,0,0,1
Bobby Miller,LAD,Bobby Miller (LAD),0,0,0,0,0,11,0,0,142,1.2,3.96,64.76,20,88,0,0,0,0,0,0,0,0,1
Bailey Ober,MIN,Bailey Ober (MIN),0,0,0,0,0,9,0,0,148,1.14,4.02,116.6,92,154,0,0,0,0,0,0,0,0,1
Hunter Brown,HOU,Hunter Brown (HOU),0,0,0,0,0,11,0,1,157,1.26,3.98,151.31,109,191,0,0,0,0,0,0,0,0,1
Jordan Montgomery,ARI,Jordan Montgomery (ARI),0,0,0,0,0,9,0,0,129,1.26,4.18,186.04,130,315,0,0,0,0,0,0,0,0,1
Merrill Kelly,ARI,Merrill Kelly (ARI),0,0,0,0,0,10,0,0,161,1.31,4.37,138.52,97,175,0,0,0,0,0,0,0,0,1
José Berríos,TOR,Jose Berrios (TOR),0,0,0,0,0,10,0,0,152,1.24,4.3,158.6,109,200,0,0,0,0,0,0,0,0,1
Reid Detmers,LAA,Reid Detmers (LAA),0,0,0,0,0,9,0,0,168,1.3,4.43,232.63,186,304,0,0,0,0,0,0,0,0,1
Bryan Woo,SEA,Bryan Woo (SEA),0,0,0,0,0,9,0,1,139,1.18,3.91,201.27,134,357,0,0,0,0,0,0,0,0,1
Justin Verlander,HOU,Justin Verlander (HOU),0,0,0,0,0,9,0,0,126,1.14,3.89,175.24,113,251,0,0,0,0,0,0,0,0,1
Sean Manaea,NYM,Sean Manaea (NYM),0,0,0,0,0,8,0,0,145,1.23,4.03,315.74,226,360,0,0,0,0,0,0,0,0,1
Nick Pivetta,BOS,Nick Pivetta (BOS),0,0,0,0,0,9,0,1,184,1.31,4.49,159.9,117,205,0,0,0,0,0,0,0,0,1
Chris Bassitt,TOR,Chris Bassitt (TOR),0,0,0,0,0,11,0,0,154,1.22,4.21,128.88,87,177,0,0,0,0,0,0,0,0,1
Patrick Sandoval,LAA,Patrick Sandoval (LAA),0,0,0,0,0,10,0,0,138,1.38,4.2,360.15,316,359,0,0,0,0,0,0,0,0,1
Louie Varland,MIN,Louie Varland (MIN),0,0,0,0,0,8,0,1,137,1.27,4.37,268.59,202,349,0,0,0,0,0,0,0,0,1
Brayan Bello,BOS,Brayan Bello (BOS),0,0,0,0,0,9,0,0,131,1.37,4.43,211.97,168,262,0,0,0,0,0,0,0,0,1
Nestor Cortes,NYY,Nestor Cortes (NYY),0,0,0,0,0,10,0,1,138,1.17,4.06,214.51,164,259,0,0,0,0,0,0,0,0,1
Eduardo Rodriguez,ARI,Eduardo Rodriguez (ARI),0,0,0,0,0,8,0,0,122,1.32,4.21,255.84,151,359,0,0,0,0,0,0,0,0,1
Ranger Suárez,PHI,Ranger Suarez (PHI),0,0,0,0,0,10,0,0,130,1.34,4.16,321.28,229,360,0,0,0,0,0,0,0,0,1
Cristopher Sánchez,PHI,Cristopher Sanchez (PHI),0,0,0,0,0,9,0,1,131,1.28,4.09,206.01,151,251,0,0,0,0,0,0,0,0,1
Lance Lynn,STL,Lance Lynn (STL),0,0,0,0,0,10,0,0,160,1.25,4.39,312.99,190,360,0,0,0,0,0,0,0,0,1
Alex Cobb,SFG,Alex Cobb (SFG),0,0,0,0,0,8,0,0,111,1.31,4.18,357.55,294,358,0,0,0,0,0,0,0,0,1
Marcus Stroman,NYY,Marcus Stroman (NYY),0,0,0,0,0,10,0,0,117,1.28,4.1,250.97,197,304,0,0,0,0,0,0,0,0,1
Charlie Morton,ATL,Charlie Morton (ATL),0,0,0,0,0,10,0,0,166,1.33,4.34,216.34,132,265,0,0,0,0,0,0,0,0,1
Yu Darvish,SDP,Yu Darvish (SDP),0,0,0,0,0,8,0,0,130,1.19,4.25,168.48,131,207,0,0,0,0,0,0,0,0,1
Triston McKenzie,CLE,Triston McKenzie (CLE),0,0,0,0,0,9,0,0,141,1.16,4.09,194.55,108,264,0,0,0,0,0,0,0,0,1
Aaron Civale,TBR,Aaron Civale (TBR),0,0,0,0,0,9,0,0,126,1.19,4.14,189.52,144,224,0,0,0,0,0,0,0,0,1
Clarke Schmidt,NYY,Clarke Schmidt (NYY),0,0,0,0,0,10,0,0,130,1.28,4.37,329.95,233,360,0,0,0,0,0,0,0,0,1
Kenta Maeda,DET,Kenta Maeda (DET),0,0,0,0,0,9,0,1,134,1.23,4.26,233.6,193,290,0,0,0,0,0,0,0,0,1
Kutter Crawford,BOS,Kutter Crawford (BOS),0,0,0,0,0,8,0,1,138,1.28,4.53,219.78,164,257,0,0,0,0,0,0,0,0,1
Dean Kremer,BAL,Dean Kremer (BAL),0,0,0,0,0,9,0,0,133,1.31,4.49,307.89,191,355,0,0,0,0,0,0,0,0,1
Hunter Greene,CIN,Hunter Greene (CIN),0,0,0,0,0,9,0,0,188,1.26,4.5,138.06,89,204,0,0,0,0,0,0,0,0,1
Nathan Eovaldi,TEX,Nathan Eovaldi (TEX),0,0,0,0,0,9,0,0,135,1.24,4.28,192.09,130,249,0,0,0,0,0,0,0,0,1
Gavin Williams,CLE,Gavin Williams (CLE),0,0,0,0,0,8,0,0,122,1.22,4,224.02,136,354,0,0,0,0,0,0,0,0,1
Garrett Whitlock,BOS,Garrett Whitlock (BOS),0,0,0,0,0,6,0,1,107,1.24,4.3,305.53,211,360,0,0,0,0,0,0,0,0,1
Jose Quintana,NYM,Jose Quintana (NYM),0,0,0,0,0,9,0,0,127,1.36,4.58,352.8,283,360,0,0,0,0,0,0,0,0,1
Cristian Javier,HOU,Cristian Javier (HOU),0,0,0,0,0,10,0,0,165,1.23,4.4,162.59,104,208,0,0,0,0,0,0,0,0,1
Walker Buehler,LAD,Walker Buehler (LAD),0,0,0,0,0,9,0,0,106,1.22,4.12,191.8,103,305,0,0,0,0,0,0,0,0,1
JP Sears,OAK,JP Sears (OAK),0,0,0,0,0,8,0,0,144,1.25,4.48,342.02,261,360,0,0,0,0,0,0,0,0,1
Kyle Harrison,SFG,Kyle Harrison (SFG),0,0,0,0,0,8,0,0,137,1.31,4.29,220.53,173,282,0,0,0,0,0,0,0,0,1
Logan Allen,CLE,Logan Allen (CLE),0,0,0,0,0,8,0,0,130,1.29,4.29,328.05,240,359,0,0,0,0,0,0,0,0,1
Brady Singer,KCR,Brady Singer (KCR),0,0,0,0,0,9,0,0,126,1.35,4.62,356.79,222,357,0,0,0,0,0,0,0,0,1
Reese Olson,DET,Reese Olson (DET),0,0,0,0,0,7,0,0,118,1.28,4.24,277.46,220,357,0,0,0,0,0,0,0,0,1
MacKenzie Gore,WSN,MacKenzie Gore (WSN),0,0,0,0,0,7,0,0,157,1.34,4.53,257.17,177,315,0,0,0,0,0,0,0,0,1
Chris Paddack,MIN,Chris Paddack (MIN),0,0,0,0,0,8,0,1,103,1.23,4.24,293.86,228,359,0,0,0,0,0,0,0,0,1
Steven Matz,STL,Steven Matz (STL),0,0,0,0,0,8,0,1,116,1.3,4.3,357.99,305,360,0,0,0,0,0,0,0,0,1
Bryce Miller,SEA,Bryce Miller (SEA),0,0,0,0,0,8,0,0,123,1.22,4.34,160.45,121,201,0,0,0,0,0,0,0,0,1
Yusei Kikuchi,TOR,Yusei Kikuchi (TOR),0,0,0,0,0,9,0,0,166,1.32,4.48,229.82,184,311,0,0,0,0,0,0,0,0,1
Tanner Houck,BOS,Tanner Houck (BOS),0,0,0,0,0,9,0,1,122,1.34,4.39,330.68,244,360,0,0,0,0,0,0,0,0,1
Miles Mikolas,STL,Miles Mikolas (STL),0,0,0,0,0,10,0,0,119,1.3,4.73,354.85,286,352,0,0,0,0,0,0,0,0,1
Taj Bradley,TBR,Taj Bradley (TBR),0,0,0,0,0,8,0,1,118,1.18,3.99,320.21,181,357,0,0,0,0,0,0,0,0,1
Griffin Canning,LAA,Griffin Canning (LAA),0,0,0,0,0,9,0,0,147,1.27,4.41,268.24,217,332,0,0,0,0,0,0,0,0,1
Braxton Garrett,MIA,Braxton Garrett (MIA),0,0,0,0,0,7,0,0,109,1.29,4.46,266.96,176,360,0,0,0,0,0,0,0,0,1
DL Hall,MIL,DL Hall (MIL),0,0,0,0,0,6,0,1,124,1.31,4.05,279.37,181,343,0,0,0,0,0,0,0,0,1
Shota Imanaga,CHC,Shota Imanaga (CHC),0,0,0,0,0,8,0,0,137,1.29,4.54,151.3,108,185,0,0,0,0,0,0,0,0,1
Jameson Taillon,CHC,Jameson Taillon (CHC),0,0,0,0,0,7,0,0,109,1.25,4.57,354.63,276,357,0,0,0,0,0,0,0,0,1
Kyle Gibson,STL,Kyle Gibson (STL),0,0,0,0,0,10,0,0,134,1.36,4.66,358.66,181,357,0,0,0,0,0,0,0,0,1
Jack Flaherty,DET,Jack Flaherty (DET),0,0,0,0,0,8,0,0,140,1.36,4.51,293.27,157,359,0,0,0,0,0,0,0,0,1
Kodai Senga,NYM,Kodai Senga (NYM),0,0,0,0,0,6,0,0,109,1.26,3.85,243.89,104,348,0,0,0,0,0,0,0,0,1
Jon Gray,TEX,Jon Gray (TEX),0,0,0,0,0,9,0,0,144,1.29,4.47,298.64,243,359,0,0,0,0,0,0,0,0,1
Brandon Pfaadt,ARI,Brandon Pfaadt (ARI),0,0,0,0,0,8,0,0,128,1.26,4.7,202.18,163,251,0,0,0,0,0,0,0,0,1
Frankie Montas,CIN,Frankie Montas (CIN),0,0,0,0,0,7,0,0,127,1.32,4.57,293.89,211,359,0,0,0,0,0,0,0,0,1
Seth Lugo,KCR,Seth Lugo (KCR),0,0,0,0,0,8,0,0,125,1.35,4.72,266.02,200,345,0,0,0,0,0,0,0,0,1
Luis Severino,NYM,Luis Severino (NYM),0,0,0,0,0,8,0,0,118,1.31,4.47,227.69,169,336,0,0,0,0,0,0,0,0,1
Gerrit Cole,NYY,Gerrit Cole (NYY),0,0,0,0,0,6,0,0,100,1.12,3.74,157.78,8,340,0,0,0,0,0,0,0,0,1
Garrett Crochet,CHW,Garrett Crochet (CHW),0,0,0,0,0,5,0,1,111,1.33,4.27,339.01,228,359,0,0,0,0,0,0,0,0,1
Trevor Rogers,MIA,Trevor Rogers (MIA),0,0,0,0,0,7,0,1,117,1.36,4.62,288.4,209,358,0,0,0,0,0,0,0,0,1
Shane Baz,TBR,Shane Baz (TBR),0,0,0,0,0,7,0,1,95,1.14,3.82,314.35,197,360,0,0,0,0,0,0,0,0,1
Ryan Pepiot,TBR,Ryan Pepiot (TBR),0,0,0,0,0,9,0,1,133,1.22,4.2,181.84,118,240,0,0,0,0,0,0,0,0,1
Kyle Bradish,BAL,Kyle Bradish (BAL),0,0,0,0,0,6,0,0,95,1.24,3.91,334.24,216,360,0,0,0,0,0,0,0,0,1
A.J. Puk,MIA,A.J. Puk (MIA),0,0,0,0,0,5,0,1,108,1.21,3.93,236.71,180,347,0,0,0,0,0,0,0,0,1
Jordan Hicks,SFG,Jordan Hicks (SFG),0,0,0,0,0,7,0,1,102,1.35,3.91,301.52,207,359,0,0,0,0,0,0,0,0,1
Edward Cabrera,MIA,Edward Cabrera (MIA),0,0,0,0,0,7,0,0,125,1.33,4.19,322.48,230,358,0,0,0,0,0,0,0,0,1
Nick Lodolo,CIN,Nick Lodolo (CIN),0,0,0,0,0,7,0,1,134,1.3,4.38,254.48,195,357,0,0,0,0,0,0,0,0,1
Erick Fedde,CHW,Erick Fedde (CHW),0,0,0,0,0,7,0,0,129,1.33,4.71,330.19,241,358,0,0,0,0,0,0,0,0,1
Michael Soroka,CHW,Michael Soroka (CHW),0,0,0,0,0,6,0,0,97,1.28,4.18,352.3,203,359,0,0,0,0,0,0,0,0,1
Dane Dunning,TEX,Dane Dunning (TEX),0,0,0,0,0,9,0,0,129,1.34,4.52,348.11,238,360,0,0,0,0,0,0,0,0,1
Andrew Abbott,CIN,Andrew Abbott (CIN),0,0,0,0,0,7,0,0,137,1.32,4.63,290.36,187,352,0,0,0,0,0,0,0,0,1
Kyle Hendricks,CHC,Kyle Hendricks (CHC),0,0,0,0,0,7,0,0,92,1.3,4.8,358.8,281,350,0,0,0,0,0,0,0,0,1
John Means,BAL,John Means (BAL),0,0,0,0,0,7,0,1,86,1.2,4.29,344.01,258,360,0,0,0,0,0,0,0,0,1
Reynaldo López,ATL,Reynaldo Lopez (ATL),0,0,0,0,0,6,0,1,106,1.24,4.2,318.53,231,358,0,0,0,0,0,0,0,0,1
Michael Wacha,KCR,Michael Wacha (KCR),0,0,0,0,0,7,0,0,105,1.36,4.85,289.93,226,359,0,0,0,0,0,0,0,0,1
Zack Littell,TBR,Zack Littell (TBR),0,0,0,0,0,7,0,1,102,1.23,4.41,312.97,258,355,0,0,0,0,0,0,0,0,1
Max Scherzer,TEX,Max Scherzer (TEX),0,0,0,0,0,6,0,0,93,1.11,3.94,326.59,220,360,0,0,0,0,0,0,0,0,1
Jared Jones,PIT,Jared Jones (PIT),0,0,0,0,0,6,0,0,95,1.35,4.63,318.59,182,360,0,0,0,0,0,0,0,0,1
Keaton Winn,SFG,Keaton Winn (SFG),0,0,0,0,0,5,0,1,84,1.29,4.25,359.41,323,357,0,0,0,0,0,0,0,0,1
Chase Silseth,LAA,Chase Silseth (LAA),0,0,0,0,0,7,0,1,116,1.32,4.38,330.69,240,360,0,0,0,0,0,0,0,0,1
Taijuan Walker,PHI,Taijuan Walker (PHI),0,0,0,0,0,9,0,0,112,1.35,4.72,359.7,250,352,0,0,0,0,0,0,0,0,1
Jordan Wicks,CHC,Jordan Wicks (CHC),0,0,0,0,0,7,0,1,96,1.37,4.66,357.77,293,360,0,0,0,0,0,0,0,0,1
Graham Ashcraft,CIN,Graham Ashcraft (CIN),0,0,0,0,0,7,0,0,101,1.39,4.71,357.36,279,358,0,0,0,0,0,0,0,0,1
Martín Pérez,PIT,Martin Perez (PIT),0,0,0,0,0,7,0,0,93,1.45,4.91,360.85,341,359,0,0,0,0,0,0,0,0,1
Adrian Houser,NYM,Adrian Houser (NYM),0,0,0,0,0,7,0,0,88,1.37,4.53,360.98,358,358,0,0,0,0,0,0,0,0,1
Tyler Wells,BAL,Tyler Wells (BAL),0,0,0,0,0,6,0,1,96,1.16,4.04,288.24,181,355,0,0,0,0,0,0,0,0,1
James Paxton,LAD,James Paxton (LAD),0,0,0,0,0,6,0,1,100,1.3,4.46,276.15,206,342,0,0,0,0,0,0,0,0,1
Edwin Díaz,NYM,Edwin Diaz (NYM),0,0,0,0,0,2,35,1,95,1.06,3.15,43.41,28,59,0,0,0,0,0,0,0,0,1
Jhony Brito,SDP,Jhony Brito (SDP),0,0,0,0,0,6,0,1,79,1.28,4.35,360.56,340,360,0,0,0,0,0,0,0,0,1
Mike Clevinger,CHW,Mike Clevinger (CHW),0,0,0,0,0,6,0,0,85,1.28,4.58,360.35,329,359,0,0,0,0,0,0,0,0,1
Emmanuel Clase,CLE,Emmanuel Clase (CLE),0,0,0,0,0,3,34,2,56,1.03,2.8,57.65,38,80,0,0,0,0,0,0,0,0,1
Yuki Matsui,SDP,Yuki Matsui (SDP),0,0,0,0,0,2,6,10,80,1.1,2.81,307.81,153,359,0,0,0,0,0,0,0,0,1
Andrew Heaney,TEX,Andrew Heaney (TEX),0,0,0,0,0,8,0,1,127,1.29,4.66,347.98,249,360,0,0,0,0,0,0,0,0,1
J.P. France,HOU,J.P. France (HOU),0,0,0,0,0,6,0,1,98,1.35,4.66,355.38,268,359,0,0,0,0,0,0,0,0,1
Matt Manning,DET,Matt Manning (DET),0,0,0,0,0,6,0,0,77,1.34,4.71,355.07,289,360,0,0,0,0,0,0,0,0,1
Josiah Gray,WSN,Josiah Gray (WSN),0,0,0,0,0,7,0,0,138,1.37,5.03,342.71,256,360,0,0,0,0,0,0,0,0,1
A.J. Minter,ATL,A.J. Minter (ATL),0,0,0,0,0,2,3,12,75,1.14,3.39,358.13,294,360,0,0,0,0,0,0,0,0,1
Aaron Ashby,MIL,Aaron Ashby (MIL),0,0,0,0,0,4,0,1,77,1.3,3.83,359.97,318,360,0,0,0,0,0,0,0,0,1
Alex Wood,OAK,Alex Wood (OAK),0,0,0,0,0,6,0,1,90,1.39,4.78,360.87,344,355,0,0,0,0,0,0,0,0,1
Gavin Stone,LAD,Gavin Stone (LAD),0,0,0,0,0,5,0,1,82,1.32,4.46,282.79,200,359,0,0,0,0,0,0,0,0,1
Max Meyer,MIA,Max Meyer (MIA),0,0,0,0,0,5,0,1,73,1.31,4.43,333.82,248,360,0,0,0,0,0,0,0,0,1
David Bednar,PIT,David Bednar (PIT),0,0,0,0,0,2,32,3,70,1.15,3.54,89.07,55,145,0,0,0,0,0,0,0,0,1
Joe Boyle,OAK,Joe Boyle (OAK),0,0,0,0,0,5,0,1,102,1.48,4.66,350.47,291,359,0,0,0,0,0,0,0,0,1
Alek Manoah,TOR,Alek Manoah (TOR),0,0,0,0,0,6,0,0,79,1.29,4.43,357.87,272,357,0,0,0,0,0,0,0,0,1
Eury Pérez,MIA,Eury Perez (MIA),0,0,0,0,0,3,0,0,62,1.17,3.98,175.79,56,347,0,0,0,0,0,0,0,0,1
Wade Miley,MIL,Wade Miley (MIL),0,0,0,0,0,7,0,0,79,1.38,4.7,360.93,349,349,0,0,0,0,0,0,0,0,1
